Age,Annual_Income_LPA,Loan_Amount_LPA,Loan_Term_Months,CIBIL_Score,Employment_Years,Existing_Loans,Education,Employment_Type,Property_Area,Gender,Dependents,Default,Loan_to_Income_Ratio,CIBIL_Band,LTI_Band
22,8.35,26.22,24,816,5,2,Under-Graduate,Salaried,Rural,Female,2,0,3.14,"800+
(Exceptional)",>3x
54,18.17,34.09,12,684,18,2,Post-Graduate,Business,Semi-Urban,Female,0,0,1.876,"670-740
(Very Good)",1.5-2x
61,6.86,17.61,24,692,15,0,Under-Graduate,Business,Semi-Urban,Male,1,0,2.567,"670-740
(Very Good)",2.5-3x
31,6.61,18.6,24,674,14,1,Graduate,Self-Employed,Semi-Urban,Female,0,0,2.814,"670-740
(Very Good)",2.5-3x
50,3.42,2.65,48,630,6,0,Post-Graduate,Self-Employed,Urban,Male,1,0,0.775,"580-670
(Good)",<1x
34,13.88,33.39,36,785,15,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,2.406,"740-800
(Excellent)",2-2.5x
33,5.74,17.12,36,894,4,1,Graduate,Salaried,Urban,Female,3,1,2.983,"800+
(Exceptional)",2.5-3x
52,4.24,4.6,12,689,15,1,Post-Graduate,Business,Urban,Male,2,0,1.085,"670-740
(Very Good)",1-1.5x
23,6.23,20.14,48,665,0,1,Post-Graduate,Salaried,Semi-Urban,Female,1,0,3.233,"580-670
(Good)",>3x
56,7.96,20.24,36,660,18,0,Post-Graduate,Salaried,Urban,Female,0,0,2.543,"580-670
(Good)",2.5-3x
44,6.52,24.99,48,665,4,0,Under-Graduate,Salaried,Rural,Male,1,0,3.833,"580-670
(Good)",>3x
38,12.37,8.02,36,851,6,0,Post-Graduate,Salaried,Urban,Male,2,0,0.648,"800+
(Exceptional)",<1x
47,7.55,10.79,36,662,18,1,Graduate,Salaried,Rural,Male,0,0,1.429,"580-670
(Good)",1-1.5x
29,5.06,13.18,24,673,4,1,Graduate,Salaried,Rural,Female,1,0,2.605,"670-740
(Very Good)",2.5-3x
50,7.63,11.73,12,620,16,1,Post-Graduate,Salaried,Urban,Female,2,0,1.537,"580-670
(Good)",1.5-2x
47,8.1,24.3,48,743,7,0,Graduate,Salaried,Semi-Urban,Male,2,0,3.0,"740-800
(Excellent)",2.5-3x
31,2.76,8.71,60,714,0,0,Graduate,Salaried,Urban,Male,2,1,3.156,"670-740
(Very Good)",>3x
47,11.96,10.27,36,629,1,0,Graduate,Salaried,Rural,Male,2,1,0.859,"580-670
(Good)",<1x
55,5.01,11.52,24,648,14,0,Post-Graduate,Salaried,Semi-Urban,Male,3,0,2.299,"580-670
(Good)",2-2.5x
28,5.09,11.61,36,842,19,0,Graduate,Business,Semi-Urban,Male,1,0,2.281,"800+
(Exceptional)",2-2.5x
25,9.42,16.89,48,722,17,2,Under-Graduate,Salaried,Semi-Urban,Male,1,0,1.793,"670-740
(Very Good)",1.5-2x
32,9.39,35.36,48,728,10,2,Post-Graduate,Self-Employed,Urban,Male,2,0,3.766,"670-740
(Very Good)",>3x
50,3.94,13.38,24,728,9,1,Graduate,Self-Employed,Urban,Male,2,0,3.396,"670-740
(Very Good)",>3x
57,9.71,28.55,12,831,3,1,Under-Graduate,Self-Employed,Urban,Female,3,0,2.94,"800+
(Exceptional)",2.5-3x
46,4.29,12.87,48,636,4,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,3.0,"580-670
(Good)",2.5-3x
42,17.88,37.83,36,688,3,2,Post-Graduate,Salaried,Semi-Urban,Female,1,0,2.116,"670-740
(Very Good)",2-2.5x
57,3.65,13.59,24,706,12,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,3.723,"670-740
(Very Good)",>3x
31,6.93,20.31,12,582,12,3,Graduate,Self-Employed,Urban,Male,0,0,2.931,"580-670
(Good)",2.5-3x
58,3.75,11.44,36,646,17,1,Post-Graduate,Salaried,Semi-Urban,Male,0,0,3.051,"580-670
(Good)",>3x
30,22.77,80.06,48,803,1,0,Graduate,Business,Urban,Male,2,0,3.516,"800+
(Exceptional)",>3x
45,2.85,4.16,60,780,15,2,Diploma,Business,Rural,Female,0,0,1.46,"740-800
(Excellent)",1-1.5x
56,8.22,27.33,36,794,0,0,Under-Graduate,Salaried,Rural,Female,2,0,3.325,"740-800
(Excellent)",>3x
56,3.86,4.57,36,672,18,1,Post-Graduate,Salaried,Urban,Female,2,0,1.184,"670-740
(Very Good)",1-1.5x
57,4.85,8.29,12,682,8,1,Graduate,Self-Employed,Urban,Female,0,0,1.709,"670-740
(Very Good)",1.5-2x
39,7.88,13.2,36,576,2,0,Graduate,Salaried,Urban,Female,0,0,1.675,"500-580
(Fair)",1.5-2x
60,12.51,49.1,36,794,6,1,Graduate,Salaried,Semi-Urban,Male,1,0,3.925,"740-800
(Excellent)",>3x
53,15.89,55.58,36,807,9,1,Post-Graduate,Business,Semi-Urban,Male,2,0,3.498,"800+
(Exceptional)",>3x
45,2.39,7.06,36,806,0,1,Graduate,Salaried,Semi-Urban,Male,2,0,2.954,"800+
(Exceptional)",2.5-3x
44,7.05,21.47,24,848,9,0,Post-Graduate,Business,Urban,Male,2,0,3.045,"800+
(Exceptional)",>3x
53,14.4,35.53,12,753,8,3,Graduate,Self-Employed,Semi-Urban,Female,3,0,2.467,"740-800
(Excellent)",2-2.5x
58,2.18,8.32,36,844,14,0,Diploma,Business,Semi-Urban,Male,1,1,3.817,"800+
(Exceptional)",>3x
33,7.25,16.22,12,703,14,0,Graduate,Salaried,Urban,Male,3,0,2.237,"670-740
(Very Good)",2-2.5x
34,5.99,10.97,24,578,2,0,Diploma,Salaried,Semi-Urban,Male,2,0,1.831,"500-580
(Fair)",1.5-2x
44,7.69,8.23,60,788,4,0,Diploma,Salaried,Urban,Male,2,0,1.07,"740-800
(Excellent)",1-1.5x
46,3.77,12.26,36,575,8,0,Post-Graduate,Salaried,Semi-Urban,Male,0,0,3.252,"500-580
(Fair)",>3x
56,2.54,7.8,36,733,8,3,Under-Graduate,Salaried,Rural,Male,3,0,3.071,"670-740
(Very Good)",>3x
51,1.9,3.51,48,796,6,0,Graduate,Salaried,Urban,Male,1,0,1.847,"740-800
(Excellent)",1.5-2x
38,10.78,6.34,60,745,11,0,Post-Graduate,Salaried,Rural,Female,2,0,0.588,"740-800
(Excellent)",<1x
41,11.64,40.0,36,900,8,0,Graduate,Salaried,Semi-Urban,Male,0,0,3.436,"800+
(Exceptional)",>3x
46,7.19,3.88,48,562,5,1,Graduate,Business,Urban,Male,1,0,0.54,"500-580
(Fair)",<1x
43,4.35,12.89,36,713,1,2,Post-Graduate,Salaried,Semi-Urban,Female,0,0,2.963,"670-740
(Very Good)",2.5-3x
34,2.27,8.84,36,721,8,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,3.894,"670-740
(Very Good)",>3x
40,8.41,17.09,36,612,16,0,Post-Graduate,Self-Employed,Urban,Female,0,0,2.032,"580-670
(Good)",2-2.5x
57,3.1,4.1,48,627,0,0,Graduate,Freelance,Urban,Male,2,1,1.323,"580-670
(Good)",1-1.5x
33,3.92,11.63,48,652,18,0,Graduate,Salaried,Urban,Male,0,0,2.967,"580-670
(Good)",2.5-3x
40,4.22,14.18,36,632,5,0,Graduate,Salaried,Urban,Male,0,0,3.36,"580-670
(Good)",>3x
33,5.33,12.86,24,711,4,1,Graduate,Self-Employed,Urban,Male,0,0,2.413,"670-740
(Very Good)",2-2.5x
30,3.81,14.8,36,671,1,0,Graduate,Business,Urban,Female,1,0,3.885,"670-740
(Very Good)",>3x
28,6.12,4.17,24,745,8,1,Graduate,Business,Urban,Female,0,0,0.681,"740-800
(Excellent)",<1x
49,4.13,9.36,36,771,13,0,Graduate,Self-Employed,Rural,Male,0,0,2.266,"740-800
(Excellent)",2-2.5x
35,9.14,27.55,48,766,3,3,Under-Graduate,Salaried,Urban,Male,1,0,3.014,"740-800
(Excellent)",>3x
52,11.14,39.2,48,687,3,2,Graduate,Salaried,Semi-Urban,Male,2,1,3.519,"670-740
(Very Good)",>3x
40,6.4,7.22,48,742,14,1,Post-Graduate,Salaried,Semi-Urban,Female,0,0,1.128,"740-800
(Excellent)",1-1.5x
37,7.92,26.14,48,802,7,0,Graduate,Self-Employed,Semi-Urban,Female,0,0,3.301,"800+
(Exceptional)",>3x
26,21.38,52.05,36,755,3,0,Under-Graduate,Self-Employed,Urban,Female,0,0,2.435,"740-800
(Excellent)",2-2.5x
56,2.97,5.61,48,868,15,1,Post-Graduate,Freelance,Rural,Female,3,0,1.889,"800+
(Exceptional)",1.5-2x
33,2.86,2.75,36,798,3,1,Graduate,Salaried,Semi-Urban,Male,1,0,0.962,"740-800
(Excellent)",<1x
46,9.1,32.11,24,857,15,1,Post-Graduate,Salaried,Rural,Male,1,0,3.529,"800+
(Exceptional)",>3x
42,19.29,20.26,12,520,11,2,Graduate,Salaried,Urban,Male,0,0,1.05,"500-580
(Fair)",1-1.5x
57,5.13,8.13,24,727,15,3,Post-Graduate,Self-Employed,Urban,Male,1,0,1.585,"670-740
(Very Good)",1.5-2x
44,16.91,25.62,36,694,18,0,Graduate,Business,Semi-Urban,Female,0,0,1.515,"670-740
(Very Good)",1.5-2x
37,6.36,22.58,36,710,7,1,Diploma,Salaried,Urban,Male,0,0,3.55,"670-740
(Very Good)",>3x
60,3.99,11.39,48,655,5,0,Graduate,Salaried,Semi-Urban,Female,1,0,2.855,"580-670
(Good)",2.5-3x
60,3.31,10.88,24,751,9,0,Graduate,Salaried,Urban,Male,1,0,3.287,"740-800
(Excellent)",>3x
35,8.75,12.05,24,575,4,1,Under-Graduate,Salaried,Semi-Urban,Male,0,0,1.377,"500-580
(Fair)",1-1.5x
52,3.47,9.32,60,752,17,0,Graduate,Business,Rural,Male,2,1,2.686,"740-800
(Excellent)",2.5-3x
26,6.3,15.76,24,658,9,2,Under-Graduate,Salaried,Semi-Urban,Male,3,0,2.502,"580-670
(Good)",2.5-3x
56,15.52,53.0,36,679,9,0,Post-Graduate,Business,Rural,Female,1,0,3.415,"670-740
(Very Good)",>3x
44,4.99,18.32,36,755,6,1,Under-Graduate,Self-Employed,Semi-Urban,Male,1,0,3.671,"740-800
(Excellent)",>3x
50,13.2,7.16,36,726,17,1,Graduate,Business,Semi-Urban,Female,3,0,0.542,"670-740
(Very Good)",<1x
32,2.9,8.29,12,804,0,1,Under-Graduate,Salaried,Rural,Female,2,0,2.859,"800+
(Exceptional)",2.5-3x
39,4.36,2.97,12,642,6,0,Under-Graduate,Business,Rural,Male,1,0,0.681,"580-670
(Good)",<1x
33,2.58,6.25,24,713,0,2,Graduate,Salaried,Semi-Urban,Female,2,0,2.422,"670-740
(Very Good)",2-2.5x
30,6.27,9.45,36,791,14,1,Graduate,Salaried,Urban,Male,0,0,1.507,"740-800
(Excellent)",1.5-2x
31,9.58,15.08,36,748,3,1,Graduate,Salaried,Semi-Urban,Female,1,1,1.574,"740-800
(Excellent)",1.5-2x
38,6.28,10.9,24,754,19,0,Diploma,Salaried,Urban,Female,0,0,1.736,"740-800
(Excellent)",1.5-2x
59,12.53,33.51,36,808,9,1,Graduate,Salaried,Urban,Female,0,0,2.674,"800+
(Exceptional)",2.5-3x
28,3.83,6.39,48,687,8,2,Post-Graduate,Salaried,Semi-Urban,Male,1,0,1.668,"670-740
(Very Good)",1.5-2x
34,6.87,21.05,12,670,1,1,Graduate,Freelance,Rural,Male,0,0,3.064,"580-670
(Good)",>3x
61,4.37,8.37,36,766,13,2,Graduate,Salaried,Rural,Male,2,0,1.915,"740-800
(Excellent)",1.5-2x
30,7.45,5.51,48,708,15,1,Post-Graduate,Business,Urban,Male,1,0,0.74,"670-740
(Very Good)",<1x
48,8.12,26.33,24,809,0,0,Diploma,Freelance,Urban,Female,1,0,3.243,"800+
(Exceptional)",>3x
23,8.51,12.77,36,749,1,0,Post-Graduate,Salaried,Rural,Female,0,0,1.501,"740-800
(Excellent)",1.5-2x
26,3.16,6.37,36,670,6,0,Under-Graduate,Self-Employed,Urban,Male,0,0,2.016,"580-670
(Good)",2-2.5x
50,3.52,10.2,48,747,9,1,Post-Graduate,Salaried,Semi-Urban,Male,1,0,2.898,"740-800
(Excellent)",2.5-3x
58,3.93,6.54,48,647,19,2,Graduate,Salaried,Urban,Male,3,1,1.664,"580-670
(Good)",1.5-2x
59,5.2,3.63,36,795,0,0,Graduate,Salaried,Urban,Male,0,0,0.698,"740-800
(Excellent)",<1x
40,6.32,11.43,48,608,12,1,Post-Graduate,Freelance,Rural,Male,0,0,1.809,"580-670
(Good)",1.5-2x
29,9.18,34.94,36,817,0,1,Diploma,Salaried,Urban,Male,2,0,3.806,"800+
(Exceptional)",>3x
22,3.61,9.91,36,745,4,1,Under-Graduate,Self-Employed,Urban,Female,0,0,2.745,"740-800
(Excellent)",2.5-3x
43,2.3,6.56,36,706,15,0,Graduate,Salaried,Urban,Male,2,0,2.852,"670-740
(Very Good)",2.5-3x
38,21.87,59.33,24,781,14,0,Graduate,Business,Rural,Male,1,0,2.713,"740-800
(Excellent)",2.5-3x
28,3.04,3.64,48,760,16,0,Graduate,Salaried,Rural,Female,1,0,1.197,"740-800
(Excellent)",1-1.5x
46,9.91,19.46,36,826,15,0,Diploma,Self-Employed,Urban,Male,0,1,1.964,"800+
(Exceptional)",1.5-2x
25,6.11,19.11,36,825,12,0,Under-Graduate,Self-Employed,Urban,Male,0,0,3.128,"800+
(Exceptional)",>3x
57,6.98,5.97,60,748,10,0,Under-Graduate,Self-Employed,Semi-Urban,Female,0,0,0.855,"740-800
(Excellent)",<1x
27,5.99,8.82,12,650,16,1,Graduate,Freelance,Urban,Female,2,0,1.472,"580-670
(Good)",1-1.5x
52,4.76,6.98,36,676,16,0,Post-Graduate,Business,Semi-Urban,Male,2,0,1.466,"670-740
(Very Good)",1-1.5x
40,7.93,15.96,12,714,1,3,Post-Graduate,Salaried,Urban,Male,2,0,2.013,"670-740
(Very Good)",2-2.5x
60,4.61,18.12,48,806,12,0,Graduate,Salaried,Urban,Female,2,1,3.931,"800+
(Exceptional)",>3x
48,12.08,8.89,48,683,13,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,0.736,"670-740
(Very Good)",<1x
31,8.44,19.54,36,690,10,0,Graduate,Salaried,Urban,Male,1,0,2.315,"670-740
(Very Good)",2-2.5x
47,8.6,9.7,48,867,9,0,Graduate,Salaried,Rural,Male,1,0,1.128,"800+
(Exceptional)",1-1.5x
40,4.43,17.27,36,711,2,2,Under-Graduate,Salaried,Urban,Male,2,0,3.898,"670-740
(Very Good)",>3x
60,5.21,4.67,48,669,16,0,Under-Graduate,Salaried,Urban,Male,0,0,0.896,"580-670
(Good)",<1x
24,2.94,5.62,36,782,14,3,Graduate,Freelance,Rural,Male,1,0,1.912,"740-800
(Excellent)",1.5-2x
34,4.85,14.95,36,715,8,2,Post-Graduate,Salaried,Urban,Male,2,1,3.082,"670-740
(Very Good)",>3x
49,3.22,9.55,60,608,9,1,Graduate,Business,Semi-Urban,Male,1,0,2.966,"580-670
(Good)",2.5-3x
41,13.19,26.11,24,803,7,1,Under-Graduate,Salaried,Urban,Female,0,0,1.98,"800+
(Exceptional)",1.5-2x
49,6.18,10.59,24,660,12,1,Under-Graduate,Self-Employed,Semi-Urban,Male,1,1,1.714,"580-670
(Good)",1.5-2x
29,6.65,12.58,36,723,17,0,Under-Graduate,Business,Semi-Urban,Female,0,0,1.892,"670-740
(Very Good)",1.5-2x
60,5.24,7.47,60,714,4,1,Under-Graduate,Salaried,Urban,Female,2,1,1.426,"670-740
(Very Good)",1-1.5x
22,6.76,8.24,36,738,5,0,Graduate,Salaried,Rural,Male,3,0,1.219,"670-740
(Very Good)",1-1.5x
24,26.33,57.68,12,544,16,0,Graduate,Salaried,Semi-Urban,Female,1,0,2.191,"500-580
(Fair)",2-2.5x
34,5.01,7.21,36,693,10,1,Post-Graduate,Salaried,Urban,Female,1,0,1.439,"670-740
(Very Good)",1-1.5x
49,4.06,6.11,36,809,19,1,Graduate,Business,Semi-Urban,Male,2,0,1.505,"800+
(Exceptional)",1.5-2x
46,8.24,23.06,24,821,15,2,Under-Graduate,Business,Semi-Urban,Male,0,0,2.799,"800+
(Exceptional)",2.5-3x
54,1.32,5.13,48,640,8,0,Graduate,Salaried,Urban,Male,0,0,3.886,"580-670
(Good)",>3x
59,6.23,16.28,60,793,1,2,Graduate,Salaried,Urban,Female,3,1,2.613,"740-800
(Excellent)",2.5-3x
27,4.8,3.69,36,659,4,0,Graduate,Salaried,Urban,Female,2,0,0.769,"580-670
(Good)",<1x
53,3.31,2.53,36,690,0,0,Diploma,Salaried,Urban,Male,0,0,0.764,"670-740
(Very Good)",<1x
42,8.14,31.18,36,694,3,0,Graduate,Self-Employed,Semi-Urban,Female,0,0,3.83,"670-740
(Very Good)",>3x
37,6.2,9.55,24,728,3,1,Post-Graduate,Salaried,Semi-Urban,Male,2,0,1.54,"670-740
(Very Good)",1.5-2x
42,2.03,1.67,48,800,2,0,Graduate,Salaried,Rural,Male,2,0,0.823,"740-800
(Excellent)",<1x
32,4.07,10.57,36,741,8,1,Graduate,Salaried,Urban,Female,2,0,2.597,"740-800
(Excellent)",2.5-3x
58,1.06,2.84,36,709,11,2,Post-Graduate,Salaried,Urban,Male,0,0,2.679,"670-740
(Very Good)",2.5-3x
57,7.15,19.8,48,797,9,1,Under-Graduate,Self-Employed,Semi-Urban,Female,3,0,2.769,"740-800
(Excellent)",2.5-3x
56,7.11,10.21,36,655,1,1,Post-Graduate,Salaried,Semi-Urban,Female,1,0,1.436,"580-670
(Good)",1-1.5x
40,3.73,2.06,36,713,10,2,Under-Graduate,Freelance,Semi-Urban,Male,2,0,0.552,"670-740
(Very Good)",<1x
41,8.3,32.18,12,799,9,1,Graduate,Business,Urban,Male,1,0,3.877,"740-800
(Excellent)",>3x
39,2.78,3.83,48,762,5,1,Graduate,Salaried,Urban,Female,0,0,1.378,"740-800
(Excellent)",1-1.5x
35,3.36,9.63,60,682,17,0,Diploma,Salaried,Urban,Female,3,0,2.866,"670-740
(Very Good)",2.5-3x
36,7.71,22.92,36,598,1,2,Graduate,Business,Rural,Male,0,1,2.973,"580-670
(Good)",2.5-3x
52,3.97,10.46,60,744,1,1,Post-Graduate,Business,Urban,Male,0,0,2.635,"740-800
(Excellent)",2.5-3x
22,5.78,9.22,24,593,9,0,Under-Graduate,Business,Rural,Male,2,1,1.595,"580-670
(Good)",1.5-2x
24,4.28,6.2,36,702,15,0,Graduate,Salaried,Semi-Urban,Female,1,0,1.449,"670-740
(Very Good)",1-1.5x
37,4.69,12.16,36,814,11,2,Under-Graduate,Freelance,Urban,Female,2,0,2.593,"800+
(Exceptional)",2.5-3x
44,4.81,16.99,36,767,0,0,Graduate,Salaried,Semi-Urban,Male,1,0,3.532,"740-800
(Excellent)",>3x
32,3.93,14.99,36,558,7,3,Graduate,Self-Employed,Rural,Female,1,0,3.814,"500-580
(Fair)",>3x
33,7.19,6.26,36,736,15,0,Graduate,Business,Rural,Male,3,0,0.871,"670-740
(Very Good)",<1x
31,4.12,4.29,24,694,17,2,Under-Graduate,Salaried,Urban,Female,0,0,1.041,"670-740
(Very Good)",1-1.5x
53,6.06,23.07,36,618,12,0,Graduate,Business,Urban,Male,2,0,3.807,"580-670
(Good)",>3x
37,3.87,11.91,24,746,14,1,Under-Graduate,Salaried,Urban,Male,0,0,3.078,"740-800
(Excellent)",>3x
29,2.39,8.58,48,680,11,2,Diploma,Freelance,Urban,Male,2,0,3.59,"670-740
(Very Good)",>3x
59,10.37,12.54,24,681,7,1,Post-Graduate,Salaried,Semi-Urban,Male,0,0,1.209,"670-740
(Very Good)",1-1.5x
33,8.1,20.71,12,729,9,1,Post-Graduate,Freelance,Rural,Female,1,0,2.557,"670-740
(Very Good)",2.5-3x
45,23.69,69.98,36,669,13,0,Post-Graduate,Salaried,Urban,Male,2,1,2.954,"580-670
(Good)",2.5-3x
49,3.21,9.25,36,727,4,0,Graduate,Self-Employed,Semi-Urban,Male,1,0,2.882,"670-740
(Very Good)",2.5-3x
29,5.29,10.2,48,672,17,0,Post-Graduate,Salaried,Semi-Urban,Male,2,0,1.928,"670-740
(Very Good)",1.5-2x
49,5.55,3.07,36,676,18,1,Post-Graduate,Salaried,Urban,Male,2,0,0.553,"670-740
(Very Good)",<1x
57,10.86,27.59,36,799,14,0,Diploma,Salaried,Urban,Female,2,0,2.541,"740-800
(Excellent)",2.5-3x
47,4.43,6.14,48,807,5,0,Diploma,Self-Employed,Semi-Urban,Female,3,1,1.386,"800+
(Exceptional)",1-1.5x
29,2.97,6.17,36,583,10,1,Under-Graduate,Salaried,Rural,Male,1,0,2.077,"580-670
(Good)",2-2.5x
49,12.38,47.68,12,779,10,1,Under-Graduate,Self-Employed,Semi-Urban,Male,0,0,3.851,"740-800
(Excellent)",>3x
49,4.96,9.41,36,831,19,1,Post-Graduate,Salaried,Urban,Male,0,1,1.897,"800+
(Exceptional)",1.5-2x
58,10.16,34.94,60,844,19,0,Post-Graduate,Freelance,Urban,Female,0,0,3.439,"800+
(Exceptional)",>3x
57,9.48,11.0,36,761,17,0,Under-Graduate,Salaried,Urban,Female,0,0,1.16,"740-800
(Excellent)",1-1.5x
48,5.89,16.81,24,635,17,3,Graduate,Salaried,Semi-Urban,Female,1,0,2.854,"580-670
(Good)",2.5-3x
38,5.4,21.17,24,770,9,0,Diploma,Salaried,Semi-Urban,Female,0,0,3.92,"740-800
(Excellent)",>3x
30,4.74,4.06,24,650,1,2,Graduate,Salaried,Urban,Female,0,0,0.857,"580-670
(Good)",<1x
54,5.95,3.15,36,692,8,2,Post-Graduate,Salaried,Rural,Female,0,0,0.529,"670-740
(Very Good)",<1x
41,10.07,20.32,36,750,13,2,Under-Graduate,Salaried,Semi-Urban,Male,2,0,2.018,"740-800
(Excellent)",2-2.5x
34,3.72,3.07,12,655,18,0,Diploma,Business,Semi-Urban,Male,1,0,0.825,"580-670
(Good)",<1x
49,6.4,19.96,60,628,9,2,Graduate,Self-Employed,Rural,Male,1,0,3.119,"580-670
(Good)",>3x
50,3.07,11.36,48,757,3,2,Under-Graduate,Self-Employed,Urban,Male,2,0,3.7,"740-800
(Excellent)",>3x
34,3.3,6.66,36,869,5,1,Post-Graduate,Salaried,Rural,Female,0,0,2.018,"800+
(Exceptional)",2-2.5x
56,5.89,8.28,48,819,13,0,Graduate,Self-Employed,Urban,Male,3,1,1.406,"800+
(Exceptional)",1-1.5x
27,1.85,3.74,12,776,3,0,Under-Graduate,Salaried,Urban,Male,1,0,2.022,"740-800
(Excellent)",2-2.5x
39,20.66,62.64,36,798,14,0,Post-Graduate,Business,Rural,Male,0,0,3.032,"740-800
(Excellent)",>3x
26,2.93,1.56,36,771,15,1,Post-Graduate,Salaried,Rural,Male,2,1,0.532,"740-800
(Excellent)",<1x
46,5.86,15.02,48,755,6,1,Graduate,Salaried,Semi-Urban,Male,2,0,2.563,"740-800
(Excellent)",2.5-3x
23,12.09,32.0,48,791,16,0,Post-Graduate,Salaried,Semi-Urban,Female,1,0,2.647,"740-800
(Excellent)",2.5-3x
31,3.58,9.78,24,610,18,1,Post-Graduate,Business,Semi-Urban,Female,2,0,2.732,"580-670
(Good)",2.5-3x
51,1.51,2.03,60,735,18,0,Graduate,Salaried,Rural,Female,0,0,1.344,"670-740
(Very Good)",1-1.5x
26,4.59,13.77,24,713,16,1,Graduate,Self-Employed,Urban,Male,0,0,3.0,"670-740
(Very Good)",2.5-3x
54,3.55,2.91,48,726,5,2,Diploma,Salaried,Rural,Male,0,0,0.82,"670-740
(Very Good)",<1x
22,1.53,1.83,60,683,10,0,Post-Graduate,Self-Employed,Semi-Urban,Male,0,0,1.196,"670-740
(Very Good)",1-1.5x
39,7.12,25.43,24,761,15,0,Under-Graduate,Business,Semi-Urban,Female,0,0,3.572,"740-800
(Excellent)",>3x
53,6.79,20.95,48,654,7,0,Graduate,Salaried,Urban,Male,3,0,3.085,"580-670
(Good)",>3x
32,11.91,6.53,12,677,10,1,Graduate,Salaried,Semi-Urban,Male,0,0,0.548,"670-740
(Very Good)",<1x
42,3.06,4.19,36,667,6,1,Graduate,Business,Rural,Female,1,0,1.369,"580-670
(Good)",1-1.5x
47,2.3,2.88,36,789,18,3,Graduate,Salaried,Semi-Urban,Male,1,0,1.252,"740-800
(Excellent)",1-1.5x
46,4.7,6.8,36,719,9,0,Post-Graduate,Salaried,Rural,Male,2,0,1.447,"670-740
(Very Good)",1-1.5x
43,5.69,7.78,60,683,8,3,Post-Graduate,Self-Employed,Urban,Male,3,0,1.367,"670-740
(Very Good)",1-1.5x
48,10.43,7.5,48,690,3,0,Post-Graduate,Self-Employed,Semi-Urban,Male,2,0,0.719,"670-740
(Very Good)",<1x
34,13.99,29.47,36,720,14,1,Graduate,Salaried,Rural,Male,3,0,2.107,"670-740
(Very Good)",2-2.5x
54,12.43,38.09,48,849,12,0,Post-Graduate,Business,Semi-Urban,Male,2,0,3.064,"800+
(Exceptional)",>3x
55,7.08,18.57,60,621,1,2,Graduate,Salaried,Semi-Urban,Female,3,0,2.623,"580-670
(Good)",2.5-3x
56,9.69,27.67,12,774,1,1,Graduate,Salaried,Semi-Urban,Female,2,0,2.856,"740-800
(Excellent)",2.5-3x
22,4.09,3.21,60,757,15,1,Diploma,Business,Rural,Male,0,0,0.785,"740-800
(Excellent)",<1x
42,6.64,25.43,12,649,8,2,Post-Graduate,Salaried,Rural,Female,1,0,3.83,"580-670
(Good)",>3x
27,2.94,10.1,48,837,12,0,Post-Graduate,Salaried,Urban,Male,1,0,3.435,"800+
(Exceptional)",>3x
49,6.23,20.67,24,763,2,0,Graduate,Self-Employed,Rural,Male,1,0,3.318,"740-800
(Excellent)",>3x
38,6.33,21.4,24,679,8,2,Diploma,Business,Urban,Male,0,0,3.381,"670-740
(Very Good)",>3x
26,16.86,63.47,36,571,12,0,Post-Graduate,Business,Urban,Female,1,0,3.765,"500-580
(Fair)",>3x
52,5.23,12.58,36,738,1,0,Under-Graduate,Freelance,Rural,Male,3,0,2.405,"670-740
(Very Good)",2-2.5x
26,6.33,7.6,36,716,7,1,Graduate,Business,Urban,Male,0,0,1.201,"670-740
(Very Good)",1-1.5x
59,6.92,18.4,12,637,8,1,Diploma,Salaried,Rural,Female,2,0,2.659,"580-670
(Good)",2.5-3x
24,4.57,14.17,36,636,15,0,Under-Graduate,Salaried,Urban,Male,2,0,3.101,"580-670
(Good)",>3x
44,3.71,11.44,60,789,1,0,Under-Graduate,Business,Urban,Female,3,1,3.084,"740-800
(Excellent)",>3x
58,13.08,30.41,36,563,5,0,Graduate,Salaried,Semi-Urban,Female,3,0,2.325,"500-580
(Fair)",2-2.5x
58,3.33,2.46,24,745,7,1,Graduate,Self-Employed,Urban,Male,2,0,0.739,"740-800
(Excellent)",<1x
31,2.7,4.86,36,705,4,2,Graduate,Self-Employed,Semi-Urban,Male,1,0,1.8,"670-740
(Very Good)",1.5-2x
31,9.02,33.58,12,759,8,3,Graduate,Salaried,Urban,Female,0,0,3.723,"740-800
(Excellent)",>3x
40,12.02,30.6,48,696,0,1,Under-Graduate,Business,Urban,Male,1,1,2.546,"670-740
(Very Good)",2.5-3x
38,4.58,10.92,48,743,8,0,Graduate,Salaried,Urban,Male,2,0,2.384,"740-800
(Excellent)",2-2.5x
42,4.62,6.66,36,660,9,2,Graduate,Salaried,Urban,Male,2,0,1.442,"580-670
(Good)",1-1.5x
35,7.11,12.72,36,716,3,1,Graduate,Freelance,Semi-Urban,Male,2,0,1.789,"670-740
(Very Good)",1.5-2x
30,3.92,14.24,48,759,2,0,Graduate,Salaried,Urban,Male,0,0,3.633,"740-800
(Excellent)",>3x
22,3.75,10.62,36,732,9,2,Graduate,Salaried,Semi-Urban,Male,1,0,2.832,"670-740
(Very Good)",2.5-3x
